# X	Y1		Y2		Y3
  1	 29.088680	 33.518219	 58.621873
  2	 33.862542	 38.629561	 86.188107
  4	 47.574205	 51.357524	125.690127
  5	 64.343361	 60.205224	170.835573
 10	116.609290	106.206695	294.035065
 20	342.929953	329.529462	772.017611
